Technopedia: Medical Devices,MDS2 Whole Device Physical Locks,0.04,No Issue
Technopedia: Medical Devices,MDS2 Third-Party Support in Roadmap - Operating Systems,5.38,No Issue
Technopedia: Medical Devices,MDS2 Third-Party Support in Roadmap - List is Provided,0.05,No Issue
Technopedia: Medical Devices,"MDS2 Hardening Measure - Employed, Conformance Level",0.06,No Issue
Technopedia: Medical Devices,MDS2 Hardening Measure - Manufacturer-Authorized Program/Update,0.07,No Issue
Technopedia: Medical Devices,MDS2 External Communication Capability,0.05,No Issue
Technopedia: Medical Devices,MDS2 File-Level Access Control Capability,0.04,No Issue
Technopedia: Medical Devices,MDS2 Non-required Accounts Disabled,0.05,No Issue
Technopedia: Medical Devices,MDS2 Selective Disablement of Shared Resources,0.04,No Issue
Technopedia: Medical Devices,MDS2 Selective Disablement of Communication Ports,0.05,No Issue
Technopedia: Medical Devices,MDS2 Selective Disablement of Services,0.05,No Issue
Technopedia: Medical Devices,MDS2 Selective Disablement of Applications,0.07,No Issue
Technopedia: Medical Devices,MDS2 Boot from Removable Media,0.05,No Issue
Technopedia: Medical Devices,MDS2 Install Non-Manufacturer Authorized Software/Hardware,0.59,No Issue
Technopedia: Medical Devices,MDS2 Security Features Documented,0.05,No Issue
Technopedia: Medical Devices,MDS2 Device/Media Sanitization Instructions,0.04,No Issue
Technopedia: Medical Devices,MDS2 Device Encrypt Data At Rest,0.05,No Issue
Technopedia: Medical Devices,MDS2 Transmission Confidentiality - Dedicated Cable Data Transmission Only,0.05,No Issue
Technopedia: Medical Devices,MDS2 Transmission Confidentiality - Encrypted Data Transmission,0.05,No Issue
Technopedia: Medical Devices,MDS2 Transmission Confidentiality - Fixed List Transmission Destinations,0.58,No Issue
Technopedia: Medical Devices,MDS2 Transmission Integrity Support,0.06,No Issue
Technopedia: Medical Devices,MDS2 Remote Service,8.04,No Issue
Technopedia: Medical Devices,MDS2 Remote Access Restrictions,0.04,No Issue
Technopedia: Medical Devices,MDS2 Accept or Initiate Remote Access,0.05,No Issue
Technopedia: Medical Devices,MDS2 SW Vertical,10.67,No Issue
Technopedia: Medical Devices,MDS2 SW Category,0.56,No Issue
Technopedia: Medical Devices,MDS2 SW Subcategory,0.05,No Issue
Technopedia: Medical Devices,MDS2 SW Vendor Category,0.06,No Issue
Technopedia: Medical Devices,MDS2 SW Manufacturer,0.04,No Issue
Technopedia: Medical Devices,MDS2 SW Family,0.05,No Issue
Technopedia: Medical Devices,MDS2 SW Name,8.55,No Issue
Technopedia: Medical Devices,MDS2 SW Component,0.08,No Issue
Technopedia: Medical Devices,MDS2 SW Market Version,0.05,No Issue
Technopedia: Medical Devices,MDS2 SW Version,8.05,No Issue
Technopedia: Medical Devices,MDS2 SW Service Pack,0.06,No Issue
Technopedia: Medical Devices,MDS2 SW Edition,0.05,No Issue
Technopedia: Medical Devices,MDS2 SW Is Licensable?,0.57,No Issue
Technopedia: Medical Devices,MDS2 SW Is Suite?,0.06,No Issue
Technopedia: Medical Devices,HW Product Count_measure,0.56,No Issue
Technopedia: Medical Devices,HW Model Count_measure,0.06,No Issue
Technopedia: Medical Devices,HW Minimum price_measure,0.55,No Issue
Technopedia: Medical Devices,HW Average price_measure,0.07,No Issue
Technopedia: Medical Devices,HW Maximum price_measure,0.05,No Issue
Technopedia: Medical Devices,HW Min Depth (in)_measure,5.87,No Issue
Technopedia: Medical Devices,HW Max Depth (in)_measure,0.07,No Issue
Technopedia: Medical Devices,HW Min Height (in)_measure,0.06,No Issue
Technopedia: Medical Devices,HW Max Height (in)_measure,0.06,No Issue
Technopedia: Medical Devices,HW Min Width (in)_measure,0.57,No Issue
Technopedia: Medical Devices,HW Max Width (in)_measure,0.05,No Issue
Technopedia: Medical Devices,HW Min Weight (lbs)_measure,0.06,No Issue
Technopedia: Medical Devices,HW Max Weight (lbs)_measure,8.54,No Issue
Technopedia: Medical Devices,HW AVG Power (W)_measure,0.06,No Issue
Technopedia: Medical Devices,HW AC Power Avg_measure,0.05,No Issue
Technopedia: Medical Devices,HW AC Power Max_measure,0.06,No Issue
Technopedia: Medical Devices,HW AC Heat Diss Avg (BTU/hr)_measure,0.57,No Issue
Technopedia: Medical Devices,HW AC Heat Diss Max (BTU/hr)_measure,0.04,No Issue
Technopedia: Medical Devices,HW AC Input Low Voltage Min_measure,0.05,No Issue
Technopedia: Medical Devices,HW AC Input Low Voltage Max_measure,0.07,No Issue
Technopedia: Medical Devices,HW AC Input Low Current Min_measure,0.05,No Issue
Technopedia: Medical Devices,HW AC Input Low Current Max_measure,0.05,No Issue
Technopedia: Medical Devices,HW AC Input High Voltage Min_measure,0.05,No Issue
Technopedia: Medical Devices,HW AC Input High Voltage Max_measure,0.04,No Issue
Technopedia: Medical Devices,HW AC Input High Current Min_measure,0.04,No Issue
Technopedia: Medical Devices,HW AC Input High Current Max_measure,0.04,No Issue
Technopedia: Medical Devices,HW AC Frequency Min_measure,0.05,No Issue
Technopedia: Medical Devices,HW AC Frequency Max_measure,5.95,No Issue
Technopedia: Medical Devices,HW DC Power Avg_measure,0.04,No Issue
Technopedia: Medical Devices,HW DC Power Max_measure,0.06,No Issue
Technopedia: Medical Devices,HW DC Heat Diss Avg (BTU/hr)_measure,0.07,No Data
Technopedia: Medical Devices,HW DC Heat Diss Max (BTU/hr)_measure,0.56,No Issue
Technopedia: Medical Devices,HW DC Low Voltage_measure,0.05,No Issue
Technopedia: Medical Devices,HW DC Low Current_measure,0.04,No Issue
Technopedia: Medical Devices,HW DC High Voltage_measure,9.63,No Issue
Technopedia: Medical Devices,HW DC High Current_measure,0.58,No Issue
Technopedia: Medical Devices,HW Min Operating Temp (F)_measure,0.06,No Issue
Technopedia: Medical Devices,HW Max Operating Temp (F)_measure,0.04,No Issue
Technopedia: Medical Devices,HW Min Non-Operating Temp (F)_measure,0.05,No Issue
Technopedia: Medical Devices,HW Max Non-Operating Temp (F)_measure,0.55,No Issue
Technopedia: Medical Devices,HW Min Operating Humidity (%)_measure,0.04,No Issue
Technopedia: Medical Devices,HW Max Operating Humidity (%)_measure,0.04,No Issue
Technopedia: Medical Devices,HW Min Non-Operating Humidity (%)_measure,5.39,No Issue
Technopedia: Medical Devices,HW Max Non-Operating Humidity (%)_measure,0.07,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Software,SW Vertical,1.13,No Issue
Technopedia: Software,SW Category,6.39,No Issue
Technopedia: Software,SW Subcategory,6.4,No Issue
Technopedia: Software,SW Vendor Category,6.38,No Issue
Technopedia: Software,SW Manufacturer,6.38,No Issue
Technopedia: Software,SW Family,6.38,No Issue
Technopedia: Software,SW Name,7.46,No Issue
Technopedia: Software,SW Component,10.3,No Issue
Technopedia: Software,SW Market Version,14.36,No Issue
Technopedia: Software,SW Version,37.03,No Issue
Technopedia: Software,SW Service Pack,180.0,Time out
Technopedia: Software,SW Edition,17.43,No Issue
Technopedia: Software,SW Release ID,180.0,Time out
Technopedia: Software,SW Is Licensable?,8.02,No Issue
Technopedia: Software,SW Is Suite?,2.68,No Issue
Technopedia: Software,SW Suite,1.08,No Issue
Technopedia: Software,SW Is Suite Component?,0.03,No Issue
Technopedia: Software,SW Suite Component,0.56,No Issue
Technopedia: Software,SW Cloud or On-Premise?,0.57,No Issue
Technopedia: Software,SW On-premise equivalent,0.05,No Issue
Technopedia: Software,SW Cloud equivalent,0.05,No Issue
Technopedia: Software,SW Former Product,6.95,No Issue
Technopedia: Software,SW Later Product,26.58,No Issue
Technopedia: Software,SW Oldest Product,14.99,No Issue
Technopedia: Software,SW Latest Product,3.21,No Issue
Technopedia: Software,SW Release Platform,6.38,No Issue
Technopedia: Software,SW Platform Type,6.37,No Issue
Technopedia: Software,SW EOL Year (calc.),2.68,No Issue
Technopedia: Software,SW EOL Quarter (calc.),3.24,No Issue
Technopedia: Software,SW EOL Month (calc.),2.67,No Issue
Technopedia: Software,SW EOL Date (calc.),6.4,No Issue
Technopedia: Software,SW Is Supported? (calc.),2.66,No Issue
Technopedia: Software,SW Supported Reason (calc.),3.2,No Issue
Technopedia: Software,SW Desupported? (calc.),3.2,No Issue
Technopedia: Software,SW Version Order (calc.),3.23,No Issue
Technopedia: Software,SW Max Versions (calc.),2.69,No Issue
Technopedia: Software,SW Versions (calc.),2.74,No Issue
Technopedia: Software,SW GA Year,2.68,No Issue
Technopedia: Software,SW GA Quarter,2.68,No Issue
Technopedia: Software,SW GA Month,3.2,No Issue
Technopedia: Software,SW GA Date,3.2,No Issue
Technopedia: Software,SW GA Exception,2.69,No Issue
Technopedia: Software,SW GA Range (Start),2.83,No Issue
Technopedia: Software,SW GA Range (End),3.38,No Issue
Technopedia: Software,SW EOL Year,3.21,No Issue
Technopedia: Software,SW EOL Quarter,3.2,No Issue
Technopedia: Software,SW EOL Month,2.77,No Issue
Technopedia: Software,SW EOL Date,3.21,No Issue
Technopedia: Software,SW EOL Support Level,3.2,No Issue
Technopedia: Software,SW EOL Exception,2.72,No Issue
Technopedia: Software,SW EOL Range (Start),2.7,No Issue
Technopedia: Software,SW EOL Range (End),3.19,No Issue
Technopedia: Software,SW OBS Year,3.21,No Issue
Technopedia: Software,SW OBS Quarter,2.68,No Issue
Technopedia: Software,SW OBS Month,2.7,No Issue
Technopedia: Software,SW OBS Date,6.44,No Issue
Technopedia: Software,SW OBS Support Level,3.28,No Issue
Technopedia: Software,SW OBS Exception,3.21,No Issue
Technopedia: Software,SW OBS Range (Start),2.69,No Issue
Technopedia: Software,SW OBS Range (End),3.22,No Issue
Technopedia: Software,SW Support Policy,6.37,No Issue
Technopedia: Software,SW Support Stage,6.39,No Issue
Technopedia: Software,SW Support Stage Order,6.4,No Issue
Technopedia: Software,SW Support Stage Definition,6.68,No Issue
Technopedia: Software,SW Currency Code,0.56,No Issue
Technopedia: Software,SW Minimum price,0.55,No Issue
Technopedia: Software,SW Average price,0.59,No Issue
Technopedia: Software,SW Maximum price,0.56,No Issue
Technopedia: Software,OSS Type,1.08,No Issue
Technopedia: Software,OSS Category,0.58,No Issue
Technopedia: Software,OSS License,0.56,No Issue
Technopedia: Software,OSS Is Primary License?,0.56,No Issue
Technopedia: Software,OSS Keywords,0.56,No Issue
Technopedia: Software,OSS Source,0.57,No Issue
Technopedia: Software,PRI Is Private?,0.05,No Data
Technopedia: Software,PRI Type,0.06,No Data
Technopedia: Software,PRI Table,0.04,No Data
Technopedia: Software,PRI Attribute,0.04,No Data
Technopedia: Software,IND,0.05,No Issue
Technopedia: Software,BDNA SW Category,0.02,No Issue
Technopedia: Software,BDNA SW Sub Category,0.58,No Issue
Technopedia: Software,SW Supplier,0.04,No Issue
Technopedia: Software,SW Name,0.06,No Issue
Technopedia: Software,SW Product Count_measure,1.64,No Issue
Technopedia: Software,SW Version Count_measure,1.09,No Issue
Technopedia: Software,SW Edition Count_measure,1.1,No Issue
Technopedia: Software,SW Release Count_measure,1.61,No Issue
Technopedia: Software,SW Minimum price_measure,1.1,No Issue
Technopedia: Software,SW Average price_measure,1.09,No Issue
Technopedia: Software,SW Maximum price_measure,1.1,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Software Procurement,SW Vertical,0.05,No Issue
Technopedia: Software Procurement,SW Category,6.41,No Issue
Technopedia: Software Procurement,SW Subcategory,3.2,No Issue
Technopedia: Software Procurement,SW Vendor Category,3.21,No Issue
Technopedia: Software Procurement,SW Manufacturer,6.41,No Issue
Technopedia: Software Procurement,SW Family,6.38,No Issue
Technopedia: Software Procurement,SW Name,7.43,No Issue
Technopedia: Software Procurement,SW Component,14.33,No Issue
Technopedia: Software Procurement,SW Market Version,82.14,No Issue
Technopedia: Software Procurement,SW Version,180.0,Time out
Technopedia: Software Procurement,SW Service Pack,180.0,Time out
Technopedia: Software Procurement,SW Edition,16.49,No Issue
Technopedia: Software Procurement,SW Release ID,20.14,No Issue
Technopedia: Software Procurement,SW Is Licensable?,6.4,No Issue
Technopedia: Software Procurement,SW Is Suite?,3.2,No Issue
Technopedia: Software Procurement,SW Suite,5.52,No Issue
Technopedia: Software Procurement,SW Is Suite Component?,0.56,No Issue
Technopedia: Software Procurement,SW Suite Component,0.55,No Issue
Technopedia: Software Procurement,SW Cloud or On-Premise?,0.04,No Issue
Technopedia: Software Procurement,SW On-premise equivalent,0.04,No Issue
Technopedia: Software Procurement,SW Cloud equivalent,0.58,No Issue
Technopedia: Software Procurement,SW Is Supported? (calc.),3.21,No Issue
Technopedia: Software Procurement,SW Supported Reason (calc.),3.23,No Issue
Technopedia: Software Procurement,SW Desupported? (calc.),3.21,No Issue
Technopedia: Software Procurement,SW Version Order (calc.),6.41,No Issue
Technopedia: Software Procurement,SW Max Versions (calc.),6.38,No Issue
Technopedia: Software Procurement,SW Versions (calc.),6.38,No Issue
Technopedia: Software Procurement,SW EOL Year (calc.),6.4,No Issue
Technopedia: Software Procurement,SW EOL Quarter (calc.),2.71,No Issue
Technopedia: Software Procurement,SW EOL Month (calc.),3.22,No Issue
Technopedia: Software Procurement,SW EOL Date (calc.),6.38,No Issue
Technopedia: Software Procurement,SW Mfr Part Number,6.38,No Issue
Technopedia: Software Procurement,SW Mfr Currency Code,6.38,No Issue
Technopedia: Software Procurement,SW Mfr List Price,16.58,No Issue
Technopedia: Software Procurement,SW Mfr Actual Price,46.24,No Issue
Technopedia: Software Procurement,SW Lic Types,1.62,No Issue
Technopedia: Software Procurement,SW Lic Metrics,1.62,No Issue
Technopedia: Software Procurement,SW Lic Price Levels,1.65,No Issue
Technopedia: Software Procurement,SW Lic Pricings,1.61,No Issue
Technopedia: Software Procurement,SW Lic Programs,1.69,No Issue
Technopedia: Software Procurement,SW Lic Distribution Medias,1.61,No Issue
Technopedia: Software Procurement,SW Lic Environments,1.63,No Issue
Technopedia: Software Procurement,SW Lic Languages,1.63,No Issue
Technopedia: Software Procurement,SW Lic Maintenance Grades,1.63,No Issue
Technopedia: Software Procurement,SW Lic Vendor Product Name,1.61,No Issue
Technopedia: Software Procurement,SW Lic Vendor Unit Measure,1.62,No Issue
Technopedia: Software Procurement,SW Lic Unit Pack,1.64,No Issue
Technopedia: Software Procurement,SW Lic Unit Count Min,1.63,No Issue
Technopedia: Software Procurement,SW Lic Unit Count Max,2.32,No Issue
Technopedia: Software Procurement,SW Lic License Term,1.75,No Issue
Technopedia: Software Procurement,SW Lic Period Unit,2.15,No Issue
Technopedia: Software Procurement,SW Lic Period Value,2.14,No Issue
Technopedia: Software Procurement,SW Lic Maintenance Period Unit,2.15,No Issue
Technopedia: Software Procurement,SW Lic Maintenance Period Value,2.18,No Issue
Technopedia: Software Procurement,SW Lic Downgrade Version Auth,2.71,No Issue
Technopedia: Software Procurement,SW Lic Downgrade Version Incr,2.24,No Issue
Technopedia: Software Procurement,SW Lic Downgrade Edition Auth,2.67,No Issue
Technopedia: Software Procurement,SW Lic Downgrade Edition Incr,2.7,No Issue
Technopedia: Software Procurement,SW Lic Downgrade Date Months Min,2.85,No Issue
Technopedia: Software Procurement,SW Lic Downgrade Date Months Max,2.35,No Issue
Technopedia: Software Procurement,SW Lic Upgrade Version Auth,2.68,No Issue
Technopedia: Software Procurement,SW Lic Upgrade Version Incr,2.68,No Issue
Technopedia: Software Procurement,SW Lic Upgrade Edition Auth,2.67,No Issue
Technopedia: Software Procurement,SW Lic Upgrade Edition Incr,2.73,No Issue
Technopedia: Software Procurement,SW Lic Upgrade Date Months Min,2.7,No Issue
Technopedia: Software Procurement,SW Lic Upgrade Date Months Max,2.69,No Issue
Technopedia: Software Procurement,SW Lic Dual License Auth,2.71,No Issue
Technopedia: Software Procurement,SW Lic Virtual Install Auth,2.87,No Issue
Technopedia: Software Procurement,SW Lic Virtual Install Max,2.74,No Issue
Technopedia: Software Procurement,SW Lic Reassignment Auth,3.21,No Issue
Technopedia: Software Procurement,SW Lic Cross Language Auth,3.21,No Issue
Technopedia: Software Procurement,SW Lic Cross Platforms Auth,3.22,No Issue
Technopedia: Software Procurement,SW Lic Core Factor,3.22,No Issue
Technopedia: Software Procurement,SW Lic Type,1.09,No Issue
Technopedia: Software Procurement,SW Lic Metric 1,1.62,No Issue
Technopedia: Software Procurement,SW Lic Metric 2,1.12,No Issue
Technopedia: Software Procurement,SW Lic Metric Max Value,1.62,No Issue
Technopedia: Software Procurement,SW Lic Metric Min Value,1.2,No Issue
Technopedia: Software Procurement,SW Lic Price Level,0.55,No Issue
Technopedia: Software Procurement,SW Lic Price Level Definition,0.56,No Issue
Technopedia: Software Procurement,SW Lic Price Level URL,0.56,No Issue
Technopedia: Software Procurement,SW Lic Pricing,0.57,No Issue
Technopedia: Software Procurement,SW Lic Pricing Definition,0.05,No Issue
Technopedia: Software Procurement,SW Lic Pricing URL,0.6,No Issue
Technopedia: Software Procurement,SW Lic Program,1.63,No Issue
Technopedia: Software Procurement,SW Lic Program Definition,1.1,No Issue
Technopedia: Software Procurement,SW Lic Program URL,1.61,No Issue
Technopedia: Software Procurement,SW Lic Distribution Media,0.57,No Issue
Technopedia: Software Procurement,SW Lic Distribution Quantity,0.03,No Issue
Technopedia: Software Procurement,SW Lic Environment,0.56,No Issue
Technopedia: Software Procurement,SW Lic Language,0.56,No Issue
Technopedia: Software Procurement,SW Lic Maintenance Grade,0.56,No Issue
Technopedia: Software Procurement,SW Lic Maintenance Grade Definition,0.56,No Issue
Technopedia: Software Procurement,SW Lic Maintenance Grade URL,0.61,No Issue
Technopedia: Software Procurement,SW Lic Upg from SW Manufacturer,0.58,No Issue
Technopedia: Software Procurement,SW Lic Upg from SW Product,0.63,No Issue
Technopedia: Software Procurement,SW Lic Addl SW Manufacturer,0.58,No Issue
Technopedia: Software Procurement,SW Lic Addl SW Product,0.56,No Issue
Technopedia: Software Procurement,PRI Is Private?,0.05,No Data
Technopedia: Software Procurement,PRI Type,0.05,No Data
Technopedia: Software Procurement,PRI Table,0.05,No Data
Technopedia: Software Procurement,PRI Attribute,0.05,No Data
Technopedia: Software Procurement,IND,0.05,No Issue
Technopedia: Software Procurement,BDNA SW Category,0.04,No Issue
Technopedia: Software Procurement,BDNA SW Sub Category,0.04,No Issue
Technopedia: Software Procurement,SW Supplier,0.04,No Issue
Technopedia: Software Procurement,SW Name,0.07,No Issue
Technopedia: Software Procurement,SW Product Count_measure,1.12,No Issue
Technopedia: Software Procurement,SW Version Count_measure,1.1,No Issue
Technopedia: Software Procurement,SW Edition Count_measure,1.09,No Issue
Technopedia: Software Procurement,SW Release Count_measure,1.11,No Issue
Technopedia: Software Procurement,SW Mfr Min List Price_measure,1.1,No Issue
Technopedia: Software Procurement,SW Mfr Max List Price_measure,1.64,No Issue
Technopedia: Software Procurement,SW Mfr Min Actual Price_measure,1.1,No Issue
Technopedia: Software Procurement,SW Mfr Max Actual Price_measure,1.64,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Software Security,SW Vertical,0.06,No Issue
Technopedia: Software Security,SW Category,6.36,No Issue
Technopedia: Software Security,SW Subcategory,3.21,No Issue
Technopedia: Software Security,SW Vendor Category,3.22,No Issue
Technopedia: Software Security,SW Manufacturer,6.38,No Issue
Technopedia: Software Security,SW Family,6.36,No Issue
Technopedia: Software Security,SW Name,6.96,No Issue
Technopedia: Software Security,SW Component,39.65,No Issue
Technopedia: Software Security,SW Market Version,174.12,No Issue
Technopedia: Software Security,SW Version,180.0,Time out
Technopedia: Software Security,SW Service Pack,180.0,Time out
Technopedia: Software Security,SW Edition,6.4,No Issue
Technopedia: Software Security,SW Release ID,180.0,Time out
Technopedia: Software Security,SW Is Licensable?,7.96,No Issue
Technopedia: Software Security,SW Is Suite?,6.38,No Issue
Technopedia: Software Security,SW Suite,0.56,No Issue
Technopedia: Software Security,SW Is Suite Component?,0.57,No Issue
Technopedia: Software Security,SW Suite Component,0.56,No Issue
Technopedia: Software Security,SW Cloud or On-Premise?,0.04,No Issue
Technopedia: Software Security,SW On-premise equivalent,0.05,No Issue
Technopedia: Software Security,SW Cloud equivalent,0.06,No Issue
Technopedia: Software Security,SW EOL Year (calc.),6.39,No Issue
Technopedia: Software Security,SW EOL Quarter (calc.),10.11,No Issue
Technopedia: Software Security,SW EOL Month (calc.),6.4,No Issue
Technopedia: Software Security,SW EOL Date (calc.),7.96,No Issue
Technopedia: Software Security,SW Is Supported? (calc.),6.42,No Issue
Technopedia: Software Security,SW Supported Reason (calc.),6.35,No Issue
Technopedia: Software Security,SW Desupported? (calc.),6.38,No Issue
Technopedia: Software Security,SW Version Order (calc.),6.36,No Issue
Technopedia: Software Security,SW Max Versions (calc.),11.19,No Issue
Technopedia: Software Security,SW Versions (calc.),3.24,No Issue
Technopedia: Software Security,SW CPE Definition,9.01,No Issue
Technopedia: Software Security,SW CPE Part,0.03,No Issue
Technopedia: Software Security,SW CPE Vendor,0.65,No Issue
Technopedia: Software Security,SW CPE Product,5.3,No Issue
Technopedia: Software Security,SW CPE Edition,0.55,No Issue
Technopedia: Software Security,SW CPE URI,12.73,No Issue
Technopedia: Software Security,SW CPE CVSS Max Score,0.05,No Issue
Technopedia: Software Security,SW CPE CVSS Max Severity,0.06,No Issue
Technopedia: Software Security,SW CVE Count,0.55,No Issue
Technopedia: Software Security,SW CVE CVSS Severity,1.09,No Issue
Technopedia: Software Security,SW CVE CVSS Score,0.58,No Issue
Technopedia: Software Security,PRI Is Private?,0.04,No Data
Technopedia: Software Security,PRI Type,0.04,No Data
Technopedia: Software Security,PRI Table,0.04,No Data
Technopedia: Software Security,PRI Attribute,0.04,No Data
Technopedia: Software Security,IND,0.05,No Issue
Technopedia: Software Security,BDNA SW Category,0.03,No Issue
Technopedia: Software Security,BDNA SW Sub Category,0.03,No Issue
Technopedia: Software Security,SW Supplier,0.05,No Issue
Technopedia: Software Security,SW Name,0.06,No Issue
Technopedia: Software Security,SW Product Count_measure,2.16,No Issue
Technopedia: Software Security,SW Version Count_measure,2.14,No Issue
Technopedia: Software Security,SW Edition Count_measure,1.62,No Issue
Technopedia: Software Security,SW Release Count_measure,2.66,No Issue
Technopedia: Software Security,SW CVE Count_measure,1.1,No Issue
Technopedia: Software Security,SW Max CVSS Score_measure,1.08,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Software Virtualization Compatibility,SW Vertical,0.08,No Issue
Technopedia: Software Virtualization Compatibility,SW Category,6.4,No Issue
Technopedia: Software Virtualization Compatibility,SW Subcategory,6.39,No Issue
Technopedia: Software Virtualization Compatibility,SW Vendor Category,6.41,No Issue
Technopedia: Software Virtualization Compatibility,SW Manufacturer,9.03,No Issue
Technopedia: Software Virtualization Compatibility,SW Family,20.13,No Issue
Technopedia: Software Virtualization Compatibility,SW Name,27.58,No Issue
Technopedia: Software Virtualization Compatibility,SW Component,61.82,No Issue
Technopedia: Software Virtualization Compatibility,SW Market Version,180.0,Time out
